trials.thisRepN;trials.thisTrialN;trials.thisN;trials.thisIndex;CPTrandom.thisRepN;CPTrandom.thisTrialN;CPTrandom.thisN;CPTrandom.thisIndex;thisRow.t;notes;textbox.text;textbox_4.text;Presented_Number;Response_Time;Correct;Miss;False_Alarm;omFyra.keys;omFyra.rt;omFyra.duration;slider.response;debriefThankYou.started;debriefThankYou.stopped;participant;session;date;expName;psychopyVersion;frameRate;expStart
;;;;106;0;106;0;1556.4823637999943;;;;36;;0;0;0;None;;;;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;107;0;107;0;1557.482366000011;;;;6;;0;0;0;None;;;;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;108;0;108;0;1558.4823513000156;;;;71;;0;0;0;None;;;;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;109;0;109;0;1559.4824327999959;;;;76;;0;0;0;None;;;;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;110;0;110;0;1560.4823795999982;;;;92;;0;0;0;None;;;;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;111;0;111;0;1561.4824497000081;;;;54;[0.41212210000958294];1;0;0;['space'];0,4121221;[None];;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;112;0;112;0;1562.4825173999998;;;;99;;0;0;0;None;;;;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;113;0;113;0;1563.4824689000088;;;;2;;0;0;0;None;;;;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;114;0;114;0;1564.4824867999996;;;;43;[0.48432109999703243];1;0;0;['space'];0,4843211;[None];;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;115;0;115;0;1565.4824642000021;;;;23;;0;0;0;None;;;;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;116;0;116;0;1566.482609300001;;;;98;;0;0;0;None;;;;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;117;0;117;0;1567.48254300002;;;;49;[0.4110464999976102];1;0;0;['space'];0,4110465;[None];;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;118;0;118;0;1568.482433199999;;;;1;;0;0;0;None;;;;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;119;0;119;0;1569.4824222000025;;;;20;;0;0;0;None;;;;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;120;0;120;0;1570.4826763000165;;;;68;;0;0;0;None;;;;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;121;0;121;0;1571.4825117000146;;;;66;;0;0;0;None;;;;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;122;0;122;0;1572.4824193000095;;;;99;;0;0;0;None;;;;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;123;0;123;0;1573.4824645000044;;;;9;;0;0;0;None;;;;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;124;0;124;0;1574.4824793000007;;;;30;;0;0;0;None;;;;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;125;0;125;0;1575.482548;;;;67;;0;0;0;None;;;;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;126;0;126;0;1576.4823642999982;;;;97;;0;0;0;None;;;;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;127;0;127;0;1577.4824921000109;;;;68;;0;0;0;None;;;;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;128;0;128;0;1578.4823613000044;;;;26;;0;0;0;None;;;;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;129;0;129;0;1579.482525600004;;;;51;;0;0;0;None;;;;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;130;0;130;0;1580.4825262000086;;;;65;;0;0;0;None;;;;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;131;0;131;0;1581.4825179000036;;;;51;;0;0;0;None;;;;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;132;0;132;0;1582.4825578000164;;;;17;;0;0;0;None;;;;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;133;0;133;0;1583.482638699992;;;;48;[0.4118027000222355];1;0;0;['space'];0,4118027;[None];;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;134;0;134;0;1584.4823940000206;;;;94;[0.4677232999820262];1;0;0;['space'];0,4677233;[None];;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;135;0;135;0;1585.4825257000048;;;;58;;0;0;0;None;;;;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;136;0;136;0;1586.482717900013;;;;94;[0.4196857000060845];1;0;0;['space'];0,4196857;[None];;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;137;0;137;0;1587.4826229000173;;;;35;;0;0;0;None;;;;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;138;0;138;0;1588.482571600005;;;;19;;0;0;0;None;;;;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;139;0;139;0;1589.4823993000027;;;;30;;0;0;0;None;;;;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;140;0;140;0;1590.4825656000176;;;;65;;0;0;0;None;;;;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;141;0;141;0;1591.4827010000008;;;;16;;0;0;0;None;;;;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;142;0;142;0;1592.4825230000133;;;;5;;0;0;0;None;;;;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;143;0;143;0;1593.4824294999999;;;;19;;0;0;0;None;;;;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;144;0;144;0;1594.4825136;;;;95;;0;0;0;None;;;;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;145;0;145;0;1595.4825362999982;;;;99;;0;0;0;None;;;;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;146;0;146;0;1596.482463399996;;;;48;[0.4840169999806676];1;0;0;['space'];0,484017;[None];;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;147;0;147;0;1597.4825840000121;;;;52;;0;0;0;None;;;;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;148;0;148;0;1598.482474599994;;;;23;;0;0;0;None;;;;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;149;0;149;0;1599.4828388000024;;;;50;;0;0;0;None;;;;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;150;0;150;0;1600.4827383999946;;;;55;;0;0;0;None;;;;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;151;0;151;0;1601.482732000004;;;;75;;0;0;0;None;;;;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;152;0;152;0;1602.4826898000028;;;;40;[0.42006589999073185];1;0;0;['space'];0,4200659;[None];;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;153;0;153;0;1603.4827591000067;;;;52;;0;0;0;None;;;;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;154;0;154;0;1604.4827302000194;;;;15;;0;0;0;None;;;;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;155;0;155;0;1605.4825854999945;;;;18;;0;0;0;None;;;;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;156;0;156;0;1606.4826924999943;;;;76;;0;0;0;None;;;;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;157;0;157;0;1607.482766800007;;;;62;;0;0;0;None;;;;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;158;0;158;0;1608.482746499998;;;;10;;0;0;0;None;;;;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;159;0;159;0;1609.4827986000164;;;;13;;0;0;0;None;;;;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;160;0;160;0;1610.482833999995;;;;22;;0;0;0;None;;;;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;161;0;161;0;1611.482696399995;;;;35;;0;0;0;None;;;;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;162;0;162;0;1612.482742799999;;;;19;;0;0;0;None;;;;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;163;0;163;0;1613.4827327000094;;;;83;;0;0;0;None;;;;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;164;0;164;0;1614.4827406000113;;;;78;;0;0;0;None;;;;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;165;0;165;0;1615.4828206000093;;;;73;;0;0;0;None;;;;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;166;0;166;0;1616.4827691999963;;;;42;[0.48336750001180917];1;0;0;['space'];0,4833675;[None];;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;167;0;167;0;1617.482833999995;;;;83;;0;0;0;None;;;;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;168;0;168;0;1618.4827609000204;;;;36;;0;0;0;None;;;;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;169;0;169;0;1619.4828245000099;;;;64;[0.4431648000027053];1;0;0;['space'];0,4431648;[None];;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;170;0;170;0;1620.482802100014;;;;92;;0;0;0;None;;;;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;171;0;171;0;1621.4827968000027;;;;96;;0;0;0;None;;;;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;172;0;172;0;1622.4828190999979;;;;44;[0.42738519998965785];1;0;0;['space'];0,4273852;[None];;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;173;0;173;0;1623.4826814999979;;;;89;;0;0;0;None;;;;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;174;0;174;0;1624.4827484000125;;;;29;;0;0;0;None;;;;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;175;0;175;0;1625.4828749000153;;;;65;;0;0;0;None;;;;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;176;0;176;0;1626.4829051000124;;;;85;;0;0;0;None;;;;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;177;0;177;0;1627.48285890001;;;;72;;0;0;0;None;;;;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;178;0;178;0;1628.4829190000019;;;;92;;0;0;0;None;;;;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;179;0;179;0;1629.4828530999948;;;;67;;0;0;0;None;;;;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;180;0;180;0;1630.482885800011;;;;12;;0;0;0;None;;;;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;181;0;181;0;1631.483011400007;;;;74;[0.49091439999756403];1;0;0;['space'];0,4909144;[None];;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;182;0;182;0;1632.4829361000156;;;;35;;0;0;0;None;;;;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;183;0;183;0;1633.4829170000157;;;;15;;0;0;0;None;;;;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;184;0;184;0;1634.483149000007;;;;4;[0.5312408000172582];1;0;0;['space'];0,5312408;[None];;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;185;0;185;0;1635.4829140999936;;;;49;[0.5714528000098653];1;0;0;['space'];0,5714528;[None];;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;186;0;186;0;1636.4828453999944;;;;77;;0;0;0;None;;;;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;187;0;187;0;1637.4829257999954;;;;47;[0.4831774999911431];1;0;0;['space'];0,4831775;[None];;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;188;0;188;0;1638.4829361000156;;;;89;;0;0;0;None;;;;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;189;0;189;0;1639.4829673000204;;;;37;;0;0;0;None;;;;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;190;0;190;0;1640.4830498000083;;;;38;;0;0;0;None;;;;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;191;0;191;0;1641.4830202000157;;;;29;;0;0;0;None;;;;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;192;0;192;0;1642.4829193000041;;;;44;[0.4035172000003513];1;0;0;['space'];0,4035172;[None];;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;193;0;193;0;1643.483017199993;;;;61;;0;0;0;None;;;;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;194;0;194;0;1644.482894100016;;;;48;[0.498615599994082];1;0;0;['space'];0,4986156;[None];;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;195;0;195;0;1645.483030000003;;;;19;;0;0;0;None;;;;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;196;0;196;0;1646.4830467000138;;;;9;;0;0;0;None;;;;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;197;0;197;0;1647.4729600000137;;;;45;[0.41296620000503026];1;0;0;['space'];0,4129662;[None];;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;198;0;198;0;1648.4735343999928;;;;2;;0;0;0;None;;;;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;199;0;199;0;1649.4732399000204;;;;32;;0;0;0;None;;;;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;200;0;200;0;1650.4736650999985;;;;35;;0;0;0;None;;;;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;201;0;201;0;1651.473128600017;;;;58;;0;0;0;None;;;;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;202;0;202;0;1652.4896227999998;;;;55;;0;0;0;None;;;;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;203;0;203;0;1653.4904294000007;;;;79;;0;0;0;None;;;;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;204;0;204;0;1654.4830575000087;;;;18;;0;0;0;None;;;;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;205;0;205;0;1655.4832705000008;;;;34;[0.4102040999860037];1;0;0;['space'];0,4102041;[None];;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;206;0;206;0;1656.483883000008;;;;7;;0;0;0;None;;;;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;207;0;207;0;1657.490475700004;;;;49;[0.4768663999857381];1;0;0;['space'];0,4768664;[None];;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;208;0;208;0;1658.4902869999933;;;;28;;0;0;0;None;;;;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;209;0;209;0;1659.4829381000018;;;;34;[0.3625953999871854];1;0;0;['space'];0,3625954;[None];;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;210;0;210;0;1660.490174000006;;;;26;;0;0;0;None;;;;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;211;0;211;0;1661.4894429999986;;;;54;[0.3730410000134725];1;0;0;['space'];0,373041;[None];;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;212;0;212;0;1662.4903556999925;;;;29;;0;0;0;None;;;;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;213;0;213;0;1663.4895696000021;;;;69;;0;0;0;None;;;;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;214;0;214;0;1664.500278099993;;;;47;[0.5139175000076648];1;0;0;['space'];0,5139175;[None];;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;215;0;215;0;1665.4833893000032;;;;76;;0;0;0;None;;;;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;216;0;216;0;1666.4908064000192;;;;38;;0;0;0;None;;;;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;217;0;217;0;1667.4897509000148;;;;96;;0;0;0;None;;;;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;218;0;218;0;1668.490262700012;;;;85;;0;0;0;None;;;;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;219;0;219;0;1669.4832188000146;;;;8;;0;0;0;None;;;;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;220;0;220;0;1670.4833415000176;;;;26;;0;0;0;None;;;;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;221;0;221;0;1671.4896911999967;;;;45;[0.40465290000429377];1;0;0;['space'];0,4046529;[None];;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;222;0;222;0;1672.4898418000084;;;;28;;0;0;0;None;;;;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;223;0;223;0;1673.4921402000182;;;;95;;0;0;0;None;;;;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;224;0;224;0;1674.4824645000044;;;;80;;0;0;0;None;;;;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;225;0;225;0;1675.5169350999931;;;;73;;0;0;0;None;;;;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;226;0;226;0;1676.5009169999976;;;;75;;0;0;0;None;;;;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;227;0;227;0;1677.5003879000142;;;;23;;0;0;0;None;;;;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;228;0;228;0;1678.5003065000055;;;;86;;0;0;0;None;;;;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;229;0;229;0;1679.5006377999962;;;;80;;0;0;0;None;;;;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;230;0;230;0;1680.4832491000125;;;;64;[0.4101632000238169];1;0;0;['space'];0,4101632;[None];;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;231;0;231;0;1681.4842114000057;;;;42;[0.47322970000095665];1;0;0;['space'];0,4732297;[None];;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;232;0;232;0;1682.488261599996;;;;30;;0;0;0;None;;;;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;233;0;233;0;1683.4843604000052;;;;7;;0;0;0;None;;;;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;234;0;234;0;1684.4830669999938;;;;19;;0;0;0;None;;;;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
;;;;235;0;235;0;1685.5004408000095;;;;27;;0;0;0;None;;;;;;exp9;2;2024-03-18_17h07.48.017;experimentet2;2023.2.3;59.86263918405008;2024-03-18 17h08.08.134200 +0100
